,ID,Employment_Status,Employment_Status_Aggregated,Work_as_Contractor_12m,Work_as_Perm,Residence_Country,Residence_District,Residence_District_Aggregated,Work_Company_Country,Work_Company_Continent,Work_Company_PT_International,Work_Company_PT_District,Work_Company_PT_District_Aggregated,Remote_Working_Current,Remote_Working_Current_Flexible_Office_Days,Remote_Working_due_to_Covid,Job_Remote_or_Office,Remote_Work_Opinion,Job_Role_Original,Job_Role_Other,Job_Role,Employer_Industry,Employer_Industry_Other,Employer_Org_Type,Employer_Org_Type_Other,Employer_Size,Language_JavaScript,Language_Bash/Shell/PowerShell,Language_SQL,Language_Java,Language_C#,Language_Python,Language_PHP,Language_C++,Language_C,Language_TypeScript,Language_Ruby,Language_Swift,Language_Objective-C,Language_VB.NET,Language_Assembly,Language_R,Language_Perl,Language_VBA,Language_Matlab,Language_Go,Language_Scala,Language_Groovy,Language_Coffee Script,Language_Visual Basic 6,Language_Lua,Language_Haskell,Language_HTML/CSS,Language_Kotlin,Language_Rust,Language_Elixir,Language_Clojure,Language_WebAssembly,Language_Dart,Language_Languages_N/A,Language_Languages_Other,Framework_jQuery,Framework_.NET,Framework_Angular/Angular.js,Framework_Ruby on Rails,Framework_React,Framework_Django,Framework_Laravel,Framework_Spring,Framework_Vue.js,Framework_Express,Framework_Meteor,Framework_Flask,Framework_Ember.js,Framework_Drupal,Framework_OutSystems,Framework_Framework_N/A,Framework_Framework_Other,Contractor_Avg_Project,Contractor_Avg_Project_Intervals,Contractor_Avg_Hour_Rate,Contractor_Avg_Annual_Salary,Perm_Current_Company_how_long,Perm_GAS,Perm_GAS_Avg,Perm_GAS_Low_Limit,Perm_GAS_High_Limit,Avg_Salary,Salary_Change,Salary_Fairness,Changing_Jobs_next_6_months,Job_Motivator_Work_life_balance,Job_Motivator_Compensation_and_benefits,Job_Motivator_Training/Development_programs_at_work,Job_Motivator_Career_growth_opportunities,Job_Motivator_Remote_working,Job_Motivator_Flexible_schedule,Job_Motivator_Company_culture,Job_Motivator_The_technologies_I'm_working_with,Job_Motivator_Versatility/Variety_of_projects,Job_Motivator_Freedom_to_choose_the_clients_and/or_projects,Job_Motivator_Being_autonomous_at_work,Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is,Job_Motivator_Environmentally_friendly/responsible_work_practice,Job_Perk_Meals_allowance/Company_provided_meals_or_snacks,Job_Perk_Transportation_benefit,Job_Perk_Health_benefits,Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership),Job_Perk_Computer/_Office_equipment_allowance,Job_Perk_Professional_development_sponsorship,Job_Perk_Annual_bonus,Job_Perk_Long-term_leave,Job_Perk_Parental_leave,Job_Perk_Stock_options_or_shares,Job_Perk_Education_sponsorship,Job_Perk_Child_care,Citizenship,Birth_Year,Age,Gender,English_Level,Way_Into_Tech,Way_Into_Tech_Other,Education_Level,Working_Experience,Working_Experience_Aggregated
2757,2758,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Full-Stack Developer,,Full-Stack Developer,Cloud-based solutions or services,,"Scale-up (fast growing company aka ""unicorn"")",,500 - 999 employees,,Bash/Shell/PowerShell,SQL,,,,,,,TypeScript,Ruby,,,,,,,,,,,,,,,,HTML/CSS,Kotlin,,,,,,,,,,,,React,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,"]5%,15%]",5,2.0,6,7,6,7,6,4,7,6,3,6,7,6,5,3,3,7,1,2,7,4,5,2,7,7,2,Portuguese,1995.0,26.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2758,2759,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Back-End Developer,,Back-End Developer,Financial and banking,,Consulting Business,,20 - 99 employees,,,SQL,,,Python,,,,,,,,,,,,,,,,Groovy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,4,2.0,6,6,6,6,6,5,5,6,5,5,4,4,6,5,4,6,5,5,6,6,4,5,4,5,5,Portuguese,1990.0,31.0,Male,Full professional proficiency,Code bootcamp,,Masters degree,Less than 1 year,0 - 3 years
2759,2760,Employed full-time,Permanent Employee,0.0,,Portugal,Évora,South,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,1.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Mobile Apps Developer,,Mobile Apps Developer,Information technology,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,SQL,,C#,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,Angular/Angular.js,,React,,,,Vue.js,,,,,,,,,,,,,Less than one year,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Increased more than 15%,6,1.0,7,6,6,7,5,7,7,6,6,4,6,5,5,7,5,7,4,7,6,6,6,6,3,6,5,Portuguese,1986.0,35.0,Male,Professional working proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2760,2761,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,CTO,,CTO,Software development - other,,Consulting Business,,Less than 10 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,Python,,,,TypeScript,,Swift,,,,,,,,,,Groovy,,,,,HTML/CSS,Kotlin,,,,,,,,,,,,React,Django,,Spring,,,,Flask,,,,,,,,,,Between 1 - 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,"]0%, 5%]",5,4.0,6,5,7,7,6,5,7,5,4,7,7,6,5,2,4,5,4,7,7,3,2,7,1,7,4,Portuguese,1985.0,36.0,Male,Native or bilingual proficiency,University,,Masters degree,More than 9 years,6+ years
2761,2762,Employed full-time,Permanent Employee,0.0,,Portugal,Açores,Azores and Madeira,Portugal,Europe,Portugal,Açores,Azores and Madeira,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Business Applications (BI/CRM/ERP),,Business Applications (BI/CRM/ERP),Transportation,,Corporate,,1000 - 4.999 employees,,,SQL,,C#,,,,,,,,,VB.NET,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,Hasn't changed,5,3.0,7,6,5,6,5,5,6,6,5,5,5,6,5,5,5,6,4,6,6,6,5,6,5,5,5,Portuguese,1976.0,45.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
2762,2763,Employed full-time,Permanent Employee,0.0,,Portugal,Castelo Branco,Centre,Portugal,Europe,Portugal,Castelo Branco,Centre,Flexible between remote and office,5.0,Working remote because of Covid-19,Full Office Job,5.0,Full-Stack Developer,,Full-Stack Developer,Government or public administration,,,University,100 - 499 employees,JavaScript,Bash/Shell/PowerShell,SQL,,,,PHP,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,,,,,Vue.js,,,,,,,,Symfony,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,1,3.0,6,6,6,7,4,4,6,6,7,4,6,4,5,4,4,6,6,5,5,7,7,6,4,5,6,Portuguese,1971.0,50.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
2763,2764,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,7.0,Product Owner/Product Manager,,Product Owner/Product Manager,Retail or ecommerce,,Corporate,,More than 5.000 employees,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,.NET,Angular/Angular.js,,React,,,,,,,,,,,,,,,,,Between 1 - 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,Hasn't changed,1,5.0,7,7,2,7,7,5,5,5,4,4,4,6,4,1,7,7,7,7,4,1,4,7,7,3,7,Portuguese,1989.0,32.0,Male,Full professional proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2764,2765,Employed full-time,Permanent Employee,1.0,,Portugal,Viana do Castelo,North,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,5.0,Working remote because of Covid-19,Full Office Job,6.0,Back-End Developer,,Back-End Developer,Consulting,,Consulting Business,,100 - 499 employees,,Bash/Shell/PowerShell,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,Angular/Angular.js,,,,,Spring,,,,,,,,,,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]5%,15%]",4,3.0,7,6,6,7,5,5,7,4,4,4,5,5,6,4,4,7,5,6,4,7,5,5,4,4,4,Portuguese,1988.0,33.0,Male,Limited working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2765,2766,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Project Manager,,Project Manager,Software development - other,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,Bash/Shell/PowerShell,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]5%,15%]",5,1.0,6,6,5,5,7,7,5,5,5,4,5,5,5,6,6,7,5,5,6,6,5,6,5,5,6,Brazilian,1984.0,37.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
2766,2767,Working as a Contractor/Freelancer,Contractor,,1.0,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,UX/UI Designer,,UX/UI Designer,"Media, advertising, publishing, or entertainment",,SME - Small or Medium Enterprise (personnel <250),,Less than 10 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7 to 12 months,10.0,16000.0,,,,,,16000,Decreased more than 15%,2,5.0,7,7,6,6,4,6,5,5,6,7,6,4,6,5,5,7,6,5,6,7,5,4,4,6,4,Portuguese,1974.0,47.0,Female,Native or bilingual proficiency,Self-taught,,Masters degree,More than 9 years,6+ years
2767,2768,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Maintenance & Support,,Maintenance & Support,Cloud-based solutions or services,,Corporate,,More than 5.000 employees,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,Increased more than 15%,5,1.0,6,5,5,5,6,4,6,4,3,3,5,7,5,4,3,7,2,5,5,4,2,6,4,5,3,Portuguese,1989.0,32.0,Female,Native or bilingual proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2768,2769,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Telecommunications,,Corporate,,500 - 999 employees,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,Hasn't changed,4,3.0,6,6,6,6,4,5,7,6,6,6,7,6,6,4,6,6,7,7,6,5,4,6,6,6,5,Portuguese,1981.0,40.0,Female,Full professional proficiency,Self-taught,,Masters degree,More than 9 years,6+ years
2769,2770,Working as a Contractor/Freelancer,Contractor,,0.0,Portugal,Faro,South,Germany,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Full-Stack Developer,,Full-Stack Developer,Information technology,,Corporate,,100 - 499 employees,JavaScript,,,,,,,,,,Ruby,,,,,,,,,,,,Coffee Script,,,,HTML/CSS,,,,,,Dart,,,,,,Ruby on Rails,,,,,,,,,Ember.js,,,,,12,7 to 12 months,40.0,64000.0,,,,,,64000,Hasn't changed,5,3.0,6,6,5,5,6,7,7,7,6,6,6,6,6,4,4,5,5,5,6,6,6,7,5,5,6,Portuguese,1980.0,41.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
2770,2771,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,5.0,Working remote because of Covid-19,Full Office Job,2.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Research - academic or scientific,,Corporate,,1000 - 4.999 employees,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]5%,15%]",3,2.0,6,6,4,6,4,3,3,6,4,4,6,4,4,4,4,6,6,6,4,6,6,7,5,4,4,Portuguese,1994.0,27.0,Male,Full professional proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2771,2772,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,2.0,Working remote because of Covid-19,Full Office Job,5.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Transportation,,Corporate,,More than 5.000 employees,,,SQL,,,,,,,,,,,VB.NET,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"[-15%, -5%[",2,4.0,6,5,5,3,5,5,3,3,5,3,5,3,6,5,5,7,3,3,5,5,3,2,3,2,2,Portuguese,1991.0,30.0,Male,Full professional proficiency,Self-taught,,Masters degree,Between 6 - 9 years,6+ years
2772,2773,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Product Owner/Product Manager,,Product Owner/Product Manager,Financial and banking,,"Scale-up (fast growing company aka ""unicorn"")",,100 - 499 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,Hasn't changed,3,3.0,6,7,6,6,5,6,6,3,5,4,6,6,4,5,2,7,5,6,7,4,4,2,5,6,2,Portuguese,1996.0,25.0,Male,Native or bilingual proficiency,Self-taught,,Masters degree,Between 1 - 3 years,0 - 3 years
2773,2774,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,Portugal,Europe,Portugal,Coimbra,Centre,Flexible between remote and office,5.0,Working remote because of Covid-19,Full Office Job,5.0,Back-End Developer,,Back-End Developer,Energy or utilities,,Corporate,,500 - 999 employees,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,Quarkus,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,Increased more than 15%,5,1.0,6,6,6,6,6,5,6,6,6,5,5,6,6,5,4,6,5,6,6,6,6,6,4,5,5,Portuguese,1985.0,36.0,Female,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
2774,2775,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Switzerland,Europe,International,,,"No, full office job",,,Full Office Job,4.0,Maintenance & Support,,Maintenance & Support,Manufacturing,,Corporate,,500 - 999 employees,,,SQL,,,,,,,,,,,,,R,,VBA,,,,,,,,,HTML/CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,3,1.0,6,6,5,6,3,2,4,5,5,5,7,4,5,5,5,6,2,6,4,5,3,6,6,5,6,Portuguese,1996.0,25.0,Male,Professional working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2775,2776,Employed full-time,Permanent Employee,1.0,,Portugal,Madeira,Azores and Madeira,USA,North America,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Mobile Apps Developer,,Mobile Apps Developer,"Media, advertising, publishing, or entertainment",,Corporate,,500 - 999 employees,,,,,,,,,,,,Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,"]5%,15%]",5,3.0,5,6,4,6,7,7,6,7,6,5,6,6,6,5,5,6,6,7,6,7,6,7,6,5,5,Portuguese,1990.0,31.0,Male,Professional working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2776,2777,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,4.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Mobile Apps Developer,,Mobile Apps Developer,Software development - other,,Corporate,,100 - 499 employees,,,,Java,,,,,,,,Swift,,,,,,,,,,Groovy,,,,,,Kotlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]5%,15%]",4,2.0,7,7,7,7,6,7,7,7,2,3,7,5,7,6,3,7,7,7,7,7,7,7,5,5,7,Portuguese,1989.0,32.0,Male,Full professional proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2777,2778,Employed full-time,Permanent Employee,1.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Germany,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Full-Stack Developer,,Full-Stack Developer,Web development or design,,SME - Small or Medium Enterprise (personnel <250),,Less than 10 employees,JavaScript,Bash/Shell/PowerShell,SQL,,,,,,,,Ruby,,,,,,,,,,,,Coffee Script,,,,HTML/CSS,,,,,,,,,,,,Ruby on Rails,,,,,Vue.js,,,,,,,,Stimulus.js,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,Increased more than 15%,4,4.0,7,7,6,7,5,5,6,7,5,3,6,5,5,4,3,3,3,5,5,4,4,6,3,5,1,Portuguese,1990.0,31.0,Female,Full professional proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2778,2779,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,France,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Mobile Apps Developer,,Mobile Apps Developer,,,Startup (new business venture),,20 - 99 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dart,,,,,,,,,,,,,,,,,,,Flutter,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]5%,15%]",3,4.0,5,7,4,5,7,7,4,7,7,6,7,5,7,4,6,7,7,7,6,7,6,7,7,6,6,Portuguese,1992.0,29.0,Male,Professional working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2779,2780,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Full-Stack Developer,,Full-Stack Developer,Transportation,,Corporate,,500 - 999 employees,JavaScript,,SQL,,,Python,,,,,,,,,,,,,,,,Groovy,,,,,,Kotlin,,,,,,,,,,Angular/Angular.js,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]0%, 5%]",2,3.0,6,7,6,5,5,4,3,6,4,4,5,5,6,5,6,7,5,4,5,5,4,6,4,6,6,Portuguese,1990.0,31.0,Male,Full professional proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2780,2781,Employed full-time,Permanent Employee,0.0,,Portugal,Faro,South,Netherlands,Europe,International,,,Flexible between remote and office,5.0,Working remote because of Covid-19,Full Office Job,4.0,Project Manager,,Project Manager,Transportation,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"[-15%, -5%[",4,2.0,4,4,4,6,3,5,7,3,6,3,6,6,5,3,3,5,2,3,5,5,2,4,6,5,4,Portuguese,1976.0,45.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
2781,2782,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Full-Stack Developer,,Full-Stack Developer,Software development - other,,Nearshore (outsource business processes to companies in a nearby country),,100 - 499 employees,JavaScript,,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,React,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]0%, 5%]",4,3.0,7,5,6,6,6,6,7,6,5,5,5,5,6,5,5,7,5,7,7,7,6,7,5,6,7,Portuguese,1976.0,45.0,Male,Full professional proficiency,Code bootcamp,,Masters degree,More than 9 years,6+ years
2782,2783,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,3.0,Working remote because of Covid-19,Full Office Job,6.0,Project Manager,,Project Manager,Cloud-based solutions or services,,Nearshore (outsource business processes to companies in a nearby country),,More than 5.000 employees,JavaScript,,SQL,Java,,Python,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,Angular/Angular.js,,,,,Spring,,Express,,Flask,,,,,,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,Increased more than 15%,4,4.0,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,Portuguese,1987.0,34.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
2783,2784,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Full-Stack Developer,,Full-Stack Developer,Healthcare or social services,,Startup (new business venture),,20 - 99 employees,JavaScript,Bash/Shell/PowerShell,SQL,,,Python,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,Angular/Angular.js,,,Django,,,,,,Flask,,,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,Hasn't changed,5,1.0,7,6,7,7,5,6,7,6,5,3,5,4,7,6,5,7,6,7,7,6,6,5,6,7,5,Portuguese,1993.0,28.0,Female,Professional working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2784,2785,Employed full-time,Permanent Employee,1.0,,Portugal,Coimbra,Centre,UK,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,DevOps Engineer,,DevOps Engineer,Retail or ecommerce,,Corporate,,500 - 999 employees,,Bash/Shell/PowerShell,SQL,,,Python,,,,,,,,,,,,,,,,Groovy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,Hasn't changed,5,3.0,6,6,6,7,6,6,5,5,5,5,5,6,5,3,3,6,3,6,6,5,4,3,3,3,3,Portuguese,1976.0,45.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
2785,2786,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Full-Stack Developer,,Full-Stack Developer,Financial and banking,,Corporate,,More than 5.000 employees,JavaScript,,SQL,Java,,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,Angular/Angular.js,,,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Increased more than 15%,7,2.0,6,6,7,7,6,5,6,5,7,4,6,7,6,5,5,6,5,6,7,6,4,6,4,6,6,Portuguese,1979.0,42.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
2786,2787,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Germany,Europe,International,,,"No, full office job",,,Full Office Job,6.0,DevOps Engineer,,DevOps Engineer,Software development - other,,Corporate,,More than 5.000 employees,,,,,,Python,,C++,C,,,,,,Assembly,,Perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTOSAR,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]0%, 5%]",1,5.0,7,7,7,7,4,5,6,6,5,5,6,6,6,6,5,6,4,6,5,6,6,6,4,5,5,Portuguese,1996.0,25.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2787,2788,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Full-Stack Developer,,Full-Stack Developer,Retail or ecommerce,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,SQL,,,,PHP,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,,,,,,,,,,,,,Magento,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]0%, 5%]",3,2.0,7,5,5,6,6,4,6,4,7,4,4,3,1,5,5,7,2,7,4,7,4,4,6,4,4,Portuguese,1995.0,26.0,Male,Full professional proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
